frame,id,cx,cy,conf,x1,y1,x2,y2
248,22,496,925,0.804,451,847,540,1004
248,42,1052,285,0.797,1030,221,1074,349
248,51,730,375,0.788,699,295,761,456
248,16,73,183,0.778,38,124,108,243
248,47,1262,272,0.777,1234,199,1290,345
248,23,1046,829,0.767,1001,721,1090,936
248,5,1096,181,0.764,1067,114,1125,247
248,59,230,986,0.759,180,896,280,1077
248,56,1814,474,0.757,1772,392,1855,556
248,17,363,541,0.754,335,471,392,611
248,70,1444,1044,0.688,1401,1008,1486,1079
248,29,418,557,0.658,381,477,454,638
248,31,1505,103,0.644,1482,38,1528,168
248,65,470,535,0.59,431,457,509,613
248,62,960,101,0.588,931,36,988,166
248,6,1272,66,0.555,1249,13,1295,119
248,60,1013,101,0.548,993,44,1034,158
248,57,229,180,0.539,195,113,262,247
248,45,1401,85,0.49,1383,19,1418,152
248,25,1860,280,0.443,1828,221,1891,339
248,53,478,543,0.44,449,473,508,612
248,58,1901,277,0.426,1883,199,1919,354
249,61,773,798,0.919,734,709,813,887
249,9,1000,1009,0.892,948,940,1051,1078
249,44,941,435,0.856,909,352,973,518
249,24,1251,700,0.832,1212,628,1290,773
249,57,229,183,0.793,193,114,264,252
249,23,1045,833,0.793,998,727,1092,938
249,42,1051,281,0.786,1029,216,1073,345
249,59,227,991,0.784,182,905,272,1078
249,70,1433,1037,0.771,1389,996,1477,1078
249,16,73,183,0.769,38,124,108,243
249,22,494,942,0.766,450,856,538,1028
249,47,1263,270,0.752,1235,197,1291,343
249,51,733,371,0.742,701,291,764,452
249,5,1095,179,0.737,1067,111,1124,246
249,17,363,541,0.733,335,471,391,610
249,56,1815,476,0.694,1774,396,1856,556
249,31,1503,102,0.674,1478,36,1528,167
249,29,415,558,0.656,383,478,447,639
249,62,960,103,0.581,932,39,988,167
249,60,1014,101,0.56,995,46,1034,155
249,6,1274,65,0.544,1250,12,1298,117
249,45,1401,85,0.524,1383,19,1419,151
249,53,481,542,0.49,453,473,509,612
249,71,1874,175,0.474,1829,96,1919,254
249,66,154,17,0.305,129,0,179,34
249,25,1862,279,0.301,1831,222,1893,337
250,61,773,796,0.906,733,706,813,887
250,9,1002,1012,0.885,951,946,1054,1079
250,22,494,951,0.86,451,860,537,1042
250,44,942,436,0.859,911,353,973,519
250,24,1251,703,0.857,1212,630,1291,775
250,70,1428,1034,0.808,1382,990,1475,1078
250,42,1052,280,0.803,1028,215,1075,345
250,23,1047,834,0.789,1001,729,1094,938
250,47,1264,266,0.786,1236,193,1292,339
250,56,1816,478,0.784,1775,397,1857,559
250,57,229,186,0.77,194,117,265,255
250,59,229,993,0.758,183,908,274,1078
250,17,365,541,0.734,336,471,394,610
250,51,733,371,0.734,702,290,763,452
250,5,1096,178,0.73,1068,110,1123,245
250,16,74,183,0.72,39,124,109,242
250,29,415,559,0.671,383,481,446,637
250,60,1014,103,0.605,993,48,1034,158
250,31,1502,101,0.584,1476,35,1527,167
250,62,960,104,0.579,931,42,989,167
250,45,1401,85,0.508,1384,18,1419,151
250,53,482,543,0.491,455,474,509,612
250,6,1275,64,0.489,1251,11,1300,118
250,71,1875,176,0.435,1831,98,1918,255
250,65,474,536,0.375,438,461,510,611
250,66,159,17,0.344,130,0,187,35
250,43,699,81,0.304,678,38,720,124
250,25,1862,282,0.303,1831,228,1893,336
251,61,774,794,0.886,734,702,814,886
251,9,1005,1014,0.883,954,949,1056,1079
251,44,942,437,0.867,912,354,972,519
251,22,494,958,0.859,451,865,537,1051
251,24,1252,708,0.846,1211,632,1293,784
251,57,229,188,0.821,194,118,265,257
251,59,229,994,0.792,182,911,276,1078
251,70,1422,1031,0.788,1373,984,1471,1078
251,42,1050,279,0.78,1028,214,1071,345
251,56,1816,483,0.773,1775,400,1857,565
251,47,1264,264,0.757,1237,191,1291,338
251,23,1046,836,0.754,1001,733,1092,938
251,16,75,183,0.746,40,123,110,242
251,5,1095,177,0.738,1067,109,1123,245
251,17,365,541,0.735,336,471,394,610
251,51,733,370,0.712,701,286,764,453
251,29,420,557,0.667,382,477,459,638
251,60,1014,107,0.611,993,50,1034,163
251,31,1500,99,0.586,1475,33,1526,166
251,62,959,105,0.58,929,42,990,167
251,45,1402,85,0.544,1384,18,1420,151
251,6,1275,63,0.507,1249,9,1301,116
251,53,484,543,0.486,457,475,510,611
251,71,1875,175,0.408,1832,97,1918,254
251,65,475,536,0.391,440,462,511,611
251,66,161,17,0.309,130,0,191,35
252,9,1006,1015,0.887,954,951,1057,1078
252,44,942,437,0.878,912,356,972,519
252,61,775,791,0.868,735,697,814,886
252,24,1251,716,0.844,1210,638,1293,795
252,57,229,189,0.84,194,120,264,258
252,59,229,995,0.806,176,913,283,1077
252,56,1816,486,0.803,1775,401,1857,572
252,22,493,963,0.779,449,870,537,1057
252,42,1050,278,0.775,1027,211,1072,345
252,23,1050,836,0.766,1008,735,1091,938
252,47,1265,259,0.764,1237,187,1293,330
252,70,1414,1029,0.758,1361,979,1468,1078
252,17,368,539,0.756,336,470,400,609
252,16,75,181,0.731,40,123,109,240
252,5,1095,176,0.731,1067,108,1124,244
252,51,733,370,0.72,703,283,764,456
252,29,420,556,0.706,380,474,460,637
252,31,1500,98,0.585,1474,32,1525,164
252,60,1013,107,0.574,992,50,1034,164
252,62,959,104,0.571,928,41,990,167
252,45,1402,84,0.54,1384,17,1420,151
252,6,1277,61,0.53,1252,5,1301,116
252,65,472,535,0.504,433,458,510,613
252,53,482,539,0.489,454,467,510,611
252,72,9,306,0.435,0,268,19,344
252,71,1874,175,0.341,1831,96,1917,254
253,9,1008,1016,0.889,954,954,1062,1078
253,44,942,438,0.875,912,358,972,519
253,61,774,790,0.871,735,696,814,884
253,24,1252,723,0.857,1208,643,1295,803
253,57,230,190,0.834,196,121,264,259
253,59,235,997,0.8,180,916,290,1077
253,56,1816,490,0.793,1776,404,1857,577
253,47,1266,255,0.782,1238,184,1294,327
253,22,493,968,0.762,448,875,537,1061
253,42,1049,277,0.756,1027,211,1071,344
253,17,369,539,0.747,336,469,402,610
253,70,1405,1026,0.737,1345,974,1465,1079
253,29,420,555,0.725,380,473,461,637
253,23,1051,836,0.717,1010,736,1091,936
253,5,1094,175,0.713,1067,106,1122,245
253,16,74,181,0.707,40,123,108,238
253,51,733,367,0.68,701,282,765,452
253,65,472,534,0.591,433,457,510,612
253,31,1498,96,0.581,1473,30,1524,163
253,62,958,104,0.531,928,42,989,166
253,45,1402,84,0.529,1384,17,1420,151
253,60,1013,110,0.528,992,52,1034,168
253,6,1277,60,0.456,1253,4,1302,115
253,72,9,306,0.392,0,266,18,346
253,53,482,549,0.31,456,488,509,610
254,9,1010,1021,0.897,956,963,1063,1079
254,61,773,781,0.889,734,685,813,876
254,44,943,439,0.878,914,360,973,518
254,24,1252,731,0.831,1208,650,1296,813
254,56,1816,486,0.815,1775,406,1858,566
254,57,230,192,0.811,196,122,263,262
254,59,248,1000,0.805,192,923,303,1077
254,47,1266,246,0.78,1238,177,1294,315
254,70,1395,1022,0.778,1335,965,1454,1078
254,17,370,538,0.756,337,467,402,609
254,51,734,365,0.751,703,278,766,453
254,42,1049,274,0.747,1025,206,1072,341
254,22,492,976,0.725,449,882,535,1071
254,29,420,555,0.724,381,474,459,636
254,23,1053,839,0.713,1013,744,1094,934
254,16,74,180,0.687,38,121,110,239
254,5,1093,170,0.685,1067,101,1120,239
254,31,1496,92,0.609,1471,26,1522,159
254,45,1402,83,0.566,1383,17,1420,149
254,62,959,103,0.556,931,40,988,166
254,60,1014,111,0.537,993,53,1034,170
254,53,481,543,0.52,452,478,510,608
254,65,474,534,0.498,437,457,510,610
254,6,1280,54,0.482,1254,1,1305,107
254,72,9,309,0.438,0,266,19,351
254,43,714,73,0.378,684,25,744,121
254,71,1869,175,0.348,1822,92,1917,258
255,9,1010,1022,0.892,957,966,1063,1077
255,44,944,439,0.883,914,361,974,518
255,61,774,776,0.871,735,681,814,870
255,24,1251,736,0.859,1207,654,1296,818
255,57,230,193,0.817,196,124,263,262
255,47,1267,243,0.801,1237,174,1296,312
255,70,1390,1020,0.8,1334,961,1447,1078
255,59,249,1003,0.797,195,928,302,1078
255,23,1051,844,0.797,1009,748,1094,941
255,56,1817,485,0.779,1777,410,1857,559
255,51,734,362,0.752,703,276,766,448
255,42,1049,271,0.741,1026,204,1072,338
255,5,1093,167,0.738,1066,98,1120,237
255,22,492,979,0.731,448,885,535,1072
255,17,370,537,0.73,338,467,403,608
255,29,422,554,0.716,382,472,461,635
255,16,75,180,0.713,40,121,110,239
255,31,1496,90,0.596,1471,24,1522,155
255,62,960,103,0.587,932,41,988,166
255,65,472,531,0.583,433,455,510,608
255,45,1402,83,0.582,1384,17,1420,149
255,60,1014,111,0.577,994,53,1035,169
255,6,1281,53,0.537,1257,0,1305,106
255,72,10,309,0.434,0,266,20,352
255,25,1875,284,0.384,1844,224,1907,343
256,44,946,443,0.878,915,364,976,521
256,9,1010,1025,0.872,957,971,1064,1078
256,61,776,771,0.87,737,678,814,863
256,24,1253,738,0.867,1210,657,1296,819
256,47,1268,241,0.827,1240,171,1296,310
256,57,230,193,0.819,197,124,264,262
256,23,1051,853,0.795,1008,751,1095,955
256,70,1385,1017,0.788,1326,957,1444,1078
256,5,1094,164,0.782,1066,95,1122,233
256,59,249,1005,0.765,198,932,300,1078
256,51,735,359,0.747,703,274,767,444
256,42,1049,268,0.731,1026,201,1072,334
256,56,1817,486,0.725,1777,412,1858,560
256,22,491,981,0.72,447,890,535,1073
256,17,370,537,0.718,337,466,404,608
256,29,422,554,0.718,382,472,461,635
256,16,76,181,0.679,42,121,110,240
256,65,472,531,0.612,433,455,511,608
256,62,960,104,0.574,932,40,989,168
256,45,1403,82,0.574,1384,16,1422,149
256,6,1283,50,0.569,1261,0,1306,101
256,31,1496,86,0.554,1470,21,1521,151
256,73,1540,1054,0.535,1501,1030,1580,1078
256,60,1016,112,0.531,994,55,1037,169
256,25,1881,280,0.512,1846,216,1917,345
256,43,716,67,0.352,686,12,747,121
256,72,12,310,0.308,0,268,24,351
257,9,1011,1028,0.878,958,976,1064,1079
257,61,776,763,0.875,737,673,814,853
257,44,946,446,0.875,915,367,977,526
257,24,1254,740,0.862,1212,660,1296,820
257,57,231,193,0.84,198,124,264,261
257,47,1268,239,0.826,1240,168,1296,309
257,5,1093,160,0.815,1066,94,1121,226
257,23,1055,863,0.787,1012,756,1097,971
257,22,490,983,0.786,446,893,534,1073
257,42,1048,264,0.755,1025,198,1071,330
257,51,737,357,0.736,705,271,768,442
257,17,371,537,0.725,337,466,405,607
257,29,420,553,0.724,381,472,460,634
257,56,1819,487,0.713,1778,414,1860,559
257,16,75,180,0.705,42,121,109,239
257,59,250,1009,0.704,202,939,298,1079
257,70,1379,1014,0.678,1322,953,1437,1075
257,65,472,531,0.647,433,455,512,608
257,6,1284,49,0.637,1262,0,1307,99
257,73,1544,1052,0.636,1500,1025,1588,1079
257,45,1403,82,0.636,1385,15,1422,148
257,62,960,107,0.62,933,42,988,172
257,31,1495,83,0.592,1469,20,1520,146
257,25,1883,283,0.57,1849,219,1918,346
257,60,1015,112,0.568,994,55,1037,169
257,43,719,78,0.386,691,37,746,120
257,72,13,310,0.302,0,269,27,351
258,61,775,755,0.899,737,668,813,842
258,24,1256,740,0.891,1215,662,1297,818
258,9,1011,1030,0.844,958,982,1064,1078
258,44,947,449,0.834,916,369,978,529
258,23,1055,870,0.817,1013,760,1097,980
258,22,490,984,0.814,446,896,535,1072
258,47,1268,237,0.813,1241,167,1296,308
258,5,1093,157,0.805,1065,91,1121,222
258,57,231,192,0.78,199,124,264,261
258,56,1820,502,0.777,1779,416,1860,588
258,51,738,352,0.761,706,268,769,437
258,42,1048,260,0.751,1025,195,1072,325
258,16,75,179,0.735,41,120,108,237
258,29,420,553,0.712,380,472,460,634
258,17,370,537,0.712,337,466,404,607
258,73,1542,1048,0.692,1497,1018,1587,1079
258,62,962,109,0.643,935,41,990,177
258,45,1403,81,0.625,1385,14,1422,148
258,65,472,531,0.623,433,455,512,608
258,6,1285,49,0.618,1263,0,1307,99
258,70,1368,1011,0.603,1318,945,1419,1076
258,25,1885,284,0.565,1851,219,1918,349
258,31,1494,80,0.551,1468,17,1519,143
258,60,1015,112,0.53,994,55,1037,168
258,59,246,1012,0.529,202,945,289,1080
259,24,1262,742,0.859,1224,666,1300,818
259,9,1010,1036,0.859,956,994,1064,1079
259,61,776,743,0.856,739,660,813,825
259,44,948,459,0.835,917,375,979,544
259,47,1268,236,0.81,1241,164,1296,308
259,22,490,988,0.8,445,904,534,1072
259,16,76,178,0.78,42,120,109,237
259,42,1050,253,0.778,1028,191,1072,315
259,23,1055,880,0.775,1010,772,1101,987
259,51,739,342,0.772,706,263,772,422
259,5,1093,152,0.759,1065,88,1121,217
259,70,1356,1005,0.758,1311,934,1401,1076
259,56,1819,503,0.722,1778,420,1861,586
259,73,1544,1043,0.715,1499,1006,1590,1079
259,17,370,535,0.702,338,464,402,607
259,29,420,553,0.696,380,471,460,635
259,57,232,192,0.647,198,124,265,260
259,59,256,1017,0.641,209,954,303,1079
259,62,963,110,0.639,936,42,991,178
259,31,1493,77,0.627,1468,14,1518,141
259,45,1404,80,0.626,1385,14,1422,147
259,6,1286,49,0.607,1264,0,1308,99
259,65,471,532,0.539,432,456,509,607
259,60,1016,111,0.525,995,55,1037,167
259,25,1884,288,0.516,1850,221,1918,354
259,43,719,63,0.389,697,8,741,117
260,61,776,740,0.867,738,657,814,824
260,24,1262,743,0.867,1224,669,1300,818
260,9,1010,1040,0.822,955,1000,1064,1079
260,44,950,461,0.813,919,377,980,545
260,51,739,338,0.799,706,259,773,417
260,73,1545,1040,0.797,1500,1001,1591,1079
260,47,1268,236,0.792,1241,164,1296,308
260,23,1058,885,0.782,1014,776,1101,995
260,42,1050,251,0.777,1029,188,1071,314
260,16,76,178,0.774,42,120,110,237
260,70,1362,1002,0.772,1311,928,1412,1077
260,22,489,989,0.757,444,906,534,1072
260,5,1093,151,0.741,1066,86,1121,216
260,56,1821,503,0.706,1779,421,1862,584
260,29,420,553,0.699,380,470,461,635
260,17,370,535,0.695,338,463,402,607
260,59,260,1018,0.678,212,958,308,1078
260,57,232,192,0.622,198,125,266,259
260,62,964,114,0.609,937,45,990,182
260,31,1491,78,0.583,1465,14,1517,141
260,45,1404,81,0.576,1385,14,1422,147
260,6,1287,49,0.559,1265,0,1309,99
260,65,470,531,0.521,431,456,510,607
260,60,1016,111,0.51,995,56,1037,167
260,25,1884,292,0.37,1850,227,1918,356
260,74,1839,183,0.36,1799,116,1879,251
260,72,15,309,0.316,0,269,31,350
261,24,1263,745,0.869,1225,672,1300,818
261,61,777,739,0.852,739,653,814,825
261,73,1545,1036,0.826,1499,994,1591,1079
261,9,1009,1042,0.813,957,1006,1062,1078
261,51,740,335,0.808,706,258,773,411
261,23,1057,889,0.806,1011,781,1102,998
261,44,950,465,0.801,919,379,982,550
261,47,1268,235,0.799,1241,163,1295,307
261,22,488,990,0.799,443,908,533,1072
261,70,1361,1001,0.791,1310,924,1413,1077
261,42,1050,250,0.786,1030,187,1071,312
261,5,1093,151,0.767,1065,85,1121,216
261,16,76,178,0.745,42,120,110,237
261,29,421,553,0.715,381,471,461,635
261,56,1821,505,0.715,1779,423,1862,587
261,59,267,1020,0.714,215,963,320,1078
261,17,369,535,0.684,338,464,400,607
261,62,965,114,0.649,937,47,992,182
261,57,231,193,0.639,197,125,265,260
261,6,1288,48,0.625,1266,0,1310,97
261,45,1403,80,0.624,1385,14,1422,147
261,31,1490,77,0.598,1464,13,1516,140
261,60,1016,112,0.563,996,56,1037,168
261,65,472,531,0.536,433,455,512,607
261,25,1884,291,0.499,1849,224,1918,359
261,74,1835,182,0.335,1797,116,1873,248
262,61,776,736,0.876,737,648,814,823
262,24,1264,752,0.875,1225,676,1302,828
262,9,1008,1045,0.814,957,1010,1058,1079
262,73,1544,1032,0.811,1499,986,1589,1078
262,22,487,995,0.806,442,914,533,1076
262,51,739,333,0.8,705,257,772,409
262,44,950,468,0.792,919,381,982,554
262,70,1357,997,0.786,1306,918,1408,1077
262,23,1061,892,0.779,1019,784,1103,999
262,47,1268,233,0.778,1240,161,1296,305
262,42,1051,249,0.773,1031,185,1071,313
262,56,1821,506,0.773,1778,424,1863,588
262,59,269,1022,0.761,216,966,322,1078
262,5,1093,150,0.755,1065,84,1121,217
262,29,422,553,0.702,382,471,461,635
262,16,76,178,0.701,42,119,110,237
262,17,369,535,0.685,338,463,400,607
262,57,232,193,0.648,197,127,266,259
262,62,965,115,0.641,938,47,992,183
262,60,1017,114,0.602,996,57,1037,171
262,6,1289,49,0.591,1267,0,1312,98
262,45,1404,80,0.585,1385,14,1423,147
262,31,1489,77,0.562,1462,12,1515,141
262,25,1884,292,0.554,1849,224,1918,360
262,65,470,529,0.515,429,452,510,607
263,61,776,735,0.889,738,648,814,823
263,24,1264,760,0.88,1225,680,1302,840
263,44,951,469,0.839,920,384,982,554
263,22,487,998,0.817,441,918,533,1078
263,51,739,330,0.803,706,253,772,408
263,9,1008,1046,0.795,960,1015,1056,1078
263,56,1822,506,0.789,1779,425,1864,587
263,47,1267,230,0.785,1239,157,1296,303
263,59,275,1024,0.774,217,969,334,1079
263,42,1051,249,0.774,1031,184,1070,313
263,73,1544,1028,0.767,1499,978,1588,1078
263,70,1355,996,0.764,1303,913,1407,1078
263,5,1093,149,0.738,1065,82,1122,215
263,23,1061,894,0.733,1018,788,1104,1000
263,29,423,553,0.727,386,472,460,635
263,17,369,535,0.706,338,463,399,606
263,16,77,178,0.703,42,119,111,237
263,62,966,114,0.633,939,47,993,182
263,45,1404,80,0.606,1385,13,1423,147
263,60,1017,115,0.605,997,57,1037,174
263,57,232,194,0.604,196,127,267,260
263,31,1487,76,0.564,1460,11,1513,141
263,6,1290,48,0.558,1268,0,1313,97
263,25,1884,292,0.558,1849,225,1918,360
263,65,478,531,0.493,445,457,510,606
263,43,741,64,0.394,723,9,759,118
263,53,484,545,0.327,457,484,510,606
264,61,776,732,0.889,738,642,814,823
264,24,1266,769,0.88,1228,686,1304,853
264,44,952,471,0.866,923,388,982,554
264,22,486,1003,0.832,441,928,531,1078
264,51,737,330,0.808,706,250,768,409
264,56,1822,510,0.79,1778,431,1866,590
264,47,1267,224,0.779,1238,151,1297,296
264,42,1052,247,0.764,1032,183,1072,312
264,9,1012,1051,0.762,967,1024,1057,1077
264,59,273,1027,0.754,219,976,327,1079
264,70,1349,989,0.753,1302,902,1395,1077
264,5,1093,148,0.753,1064,81,1121,216
264,17,368,535,0.711,338,463,399,606
264,23,1061,898,0.697,1019,797,1104,999
264,16,76,177,0.675,43,118,110,237
264,29,423,553,0.664,387,472,459,635
264,62,966,115,0.661,939,48,993,182
264,25,1885,294,0.65,1852,229,1918,360
264,45,1404,80,0.627,1385,14,1423,146
264,73,1545,1020,0.625,1498,963,1592,1076
264,57,231,198,0.619,195,129,267,267
264,60,1018,119,0.602,998,59,1037,179
264,31,1484,71,0.577,1459,7,1509,136
264,53,484,538,0.537,458,471,509,606
264,6,1293,46,0.535,1271,0,1316,92
264,43,751,68,0.533,726,17,775,118
265,61,776,730,0.887,739,638,813,822
265,44,952,472,0.885,922,390,982,554
265,24,1266,775,0.875,1229,691,1303,858
265,70,1344,988,0.822,1294,899,1393,1077
265,56,1823,516,0.815,1778,433,1867,599
265,51,737,328,0.813,707,248,766,409
265,47,1266,218,0.794,1236,149,1297,288
265,42,1052,247,0.767,1032,182,1072,312
265,23,1062,900,0.764,1021,799,1103,1001
265,22,486,1004,0.752,440,931,532,1078
265,5,1093,148,0.732,1065,80,1121,215
265,17,369,534,0.702,338,463,400,606
265,25,1886,294,0.689,1854,228,1918,360
265,9,1011,1054,0.656,967,1029,1054,1078
265,16,76,177,0.637,43,118,110,237
265,59,271,1030,0.634,221,980,320,1079
265,62,965,115,0.621,938,48,992,182
265,60,1018,120,0.614,998,61,1037,180
265,29,424,554,0.61,388,471,460,636
265,45,1404,80,0.592,1385,14,1423,147
265,31,1483,73,0.55,1458,7,1509,139
265,53,484,542,0.52,459,477,510,606
265,57,230,200,0.476,193,131,266,269
265,73,1544,1015,0.474,1497,959,1591,1072
265,43,754,69,0.459,727,18,781,119
265,6,1294,45,0.457,1272,0,1316,90
266,61,776,728,0.891,740,636,813,819
266,44,953,473,0.882,922,392,983,554
266,24,1267,782,0.853,1229,698,1305,866
266,56,1823,522,0.84,1779,436,1867,608
266,23,1063,901,0.831,1023,801,1103,1000
266,47,1267,216,0.802,1237,147,1297,285
266,70,1333,985,0.802,1278,894,1388,1076
266,51,737,328,0.792,708,247,766,409
266,42,1052,246,0.763,1033,182,1072,310
266,5,1093,147,0.735,1066,79,1120,215
266,22,485,1008,0.701,439,938,531,1078
266,17,369,535,0.697,338,463,400,606
266,60,1018,123,0.663,999,64,1037,182
266,59,270,1033,0.626,223,986,316,1079
266,62,965,115,0.625,937,49,992,182
266,9,1012,1056,0.619,970,1034,1054,1078
266,45,1404,80,0.613,1385,14,1423,147
266,16,77,178,0.593,43,119,111,237
266,25,1889,295,0.585,1859,229,1918,360
266,31,1481,70,0.58,1456,5,1507,135
266,57,230,203,0.558,193,132,267,274
266,29,420,554,0.552,386,472,454,635
266,53,485,542,0.484,460,477,509,607
266,43,756,65,0.448,727,12,785,118
266,6,1294,44,0.435,1272,0,1316,88
266,73,1545,1009,0.433,1497,953,1593,1065
267,44,953,473,0.873,923,394,983,551
267,61,777,725,0.862,740,633,814,817
267,24,1268,786,0.844,1231,703,1306,870
267,51,733,327,0.817,702,246,765,407
267,23,1063,903,0.808,1023,805,1103,1001
267,47,1267,213,0.795,1237,144,1296,281
267,56,1823,528,0.794,1779,439,1867,618
267,70,1326,984,0.759,1270,892,1381,1076
267,42,1052,245,0.759,1033,180,1072,310
267,5,1093,146,0.746,1066,78,1120,214
267,22,483,1010,0.718,437,943,528,1078
267,17,369,535,0.675,338,463,399,607
267,60,1018,124,0.645,999,66,1037,181
267,62,964,116,0.636,935,51,993,181
267,59,272,1035,0.63,226,991,318,1079
267,25,1890,295,0.62,1861,230,1918,360
267,45,1404,80,0.604,1385,14,1423,147
267,29,423,553,0.601,385,470,461,636
267,9,1019,1059,0.591,985,1039,1052,1079
267,31,1482,69,0.59,1457,4,1506,133
267,16,77,179,0.567,43,120,112,238
267,43,757,60,0.529,728,1,786,120
267,57,230,204,0.491,193,135,267,274
267,53,484,536,0.461,459,465,510,607
267,6,1295,43,0.425,1272,0,1318,86
267,75,1905,145,0.344,1892,91,1919,200
268,44,953,475,0.881,922,397,984,554
268,61,777,722,0.881,738,629,816,814
268,24,1269,789,0.843,1232,706,1307,873
268,23,1064,906,0.802,1025,809,1104,1003
268,47,1267,210,0.801,1238,142,1296,278
268,56,1823,532,0.777,1780,442,1866,621
268,51,737,329,0.775,708,247,766,410
268,70,1333,983,0.773,1289,889,1377,1077
268,42,1052,244,0.74,1033,179,1071,309
268,5,1093,144,0.732,1065,76,1120,211
268,16,78,179,0.69,43,120,112,238
268,17,367,535,0.677,338,463,397,607
268,60,1018,125,0.676,1000,68,1037,183
268,62,962,118,0.638,932,54,992,183
268,31,1480,66,0.574,1455,4,1505,128
268,45,1403,81,0.564,1385,15,1422,148
268,25,1891,294,0.561,1863,228,1918,361
268,29,423,553,0.553,385,471,461,635
268,22,480,1014,0.515,436,951,525,1077
268,59,274,1039,0.497,230,999,319,1079
268,43,757,62,0.466,728,3,786,120
268,9,1011,1061,0.461,992,1045,1031,1077
268,57,228,207,0.461,192,137,264,278
268,53,485,544,0.456,459,482,510,607
268,73,1542,1009,0.434,1492,943,1593,1075
268,6,1295,43,0.42,1271,0,1318,86
268,74,1813,164,0.414,1777,98,1849,230
268,75,1905,144,0.359,1891,86,1919,201
269,61,774,713,0.905,733,624,814,803
269,44,953,484,0.883,923,403,984,566
269,24,1269,794,0.857,1230,713,1308,875
269,47,1268,209,0.807,1240,140,1296,278
269,51,736,327,0.804,708,244,765,409
269,56,1823,537,0.796,1781,448,1866,625
269,70,1326,980,0.775,1282,884,1369,1077
269,42,1054,236,0.742,1033,172,1075,300
269,23,1063,924,0.734,1021,820,1105,1029
269,5,1092,140,0.715,1066,74,1119,206
269,29,420,554,0.703,381,473,460,635
269,60,1017,128,0.698,998,70,1037,185
269,17,365,536,0.677,338,464,391,609
269,62,961,123,0.669,931,54,991,192
269,16,77,179,0.641,42,120,112,238
269,45,1403,82,0.58,1384,16,1421,148
269,31,1478,63,0.569,1453,1,1502,125
269,57,219,212,0.495,189,142,249,281
269,74,1803,162,0.481,1758,97,1848,227
269,65,467,532,0.48,426,456,509,609
269,53,482,537,0.437,454,466,509,607
269,6,1293,42,0.429,1267,0,1318,85
269,59,297,1047,0.427,247,1015,347,1078
269,43,760,66,0.416,731,11,789,120
269,25,1892,296,0.396,1866,227,1919,364
269,9,1012,1069,0.37,997,1058,1027,1080
270,61,773,706,0.914,733,621,814,790
270,44,954,490,0.867,923,405,985,575
270,24,1269,795,0.862,1229,716,1309,875
270,51,736,325,0.829,707,243,764,408
270,23,1063,933,0.788,1021,823,1105,1042
270,56,1823,539,0.783,1780,451,1865,628
270,47,1267,208,0.763,1239,139,1296,277
270,42,1054,234,0.733,1032,172,1075,297
270,70,1323,978,0.721,1280,880,1365,1076
270,5,1092,135,0.719,1065,72,1118,199
270,29,420,554,0.717,381,473,460,635
270,60,1018,129,0.678,999,72,1037,185
270,17,365,536,0.675,338,463,391,609
270,62,960,124,0.656,931,53,990,195
270,16,77,180,0.584,42,120,111,239
270,31,1477,63,0.579,1453,0,1501,126
270,45,1403,82,0.571,1384,17,1421,148
270,65,467,532,0.539,425,456,508,608
270,73,1543,1004,0.508,1495,931,1592,1077
270,43,762,70,0.481,734,19,790,121
270,6,1293,42,0.418,1268,0,1319,85
270,57,217,213,0.416,188,144,245,282
270,59,298,1051,0.397,249,1024,346,1078
270,74,1796,162,0.381,1751,96,1841,228
270,25,1892,301,0.346,1866,238,1918,364
270,75,1902,136,0.339,1884,69,1919,203
270,22,475,1021,0.331,430,963,519,1079
271,61,773,701,0.869,733,617,814,784
271,24,1269,798,0.861,1229,720,1310,876
271,51,735,323,0.859,707,239,764,406
271,44,954,497,0.857,922,409,986,584
271,70,1317,976,0.817,1274,876,1360,1076
271,56,1822,542,0.785,1780,453,1864,631
271,47,1268,209,0.751,1240,139,1296,279
271,42,1054,232,0.739,1033,172,1075,292
271,23,1062,941,0.736,1019,829,1105,1053
271,5,1091,134,0.727,1065,70,1117,197
271,29,421,555,0.725,381,473,460,636
271,17,365,536,0.679,337,462,393,610
271,60,1017,129,0.677,997,74,1037,184
271,65,469,533,0.675,429,457,508,609
271,62,961,126,0.632,931,55,992,196
271,45,1402,83,0.599,1384,17,1421,149
271,16,76,180,0.592,42,121,111,239
271,31,1477,63,0.576,1453,0,1501,125
271,73,1544,1002,0.567,1498,928,1591,1076
271,59,296,1056,0.488,252,1032,339,1079
271,43,765,70,0.484,740,18,789,122
271,6,1293,43,0.421,1268,0,1318,87
271,57,224,213,0.408,187,145,262,282
271,74,1791,164,0.35,1748,98,1835,231
271,75,1901,134,0.342,1883,65,1919,203
272,44,955,502,0.873,922,414,987,589
272,70,1306,973,0.859,1253,871,1359,1074
272,61,772,694,0.858,732,612,812,775
272,24,1268,800,0.854,1226,723,1310,878
272,51,734,321,0.839,706,239,763,404
272,56,1822,545,0.806,1779,457,1864,633
272,47,1269,209,0.757,1241,139,1296,280
272,5,1090,134,0.744,1064,70,1117,197
272,42,1054,231,0.733,1033,170,1075,291
272,65,469,534,0.731,429,458,509,610
272,29,421,555,0.706,382,473,460,637
272,73,1544,1000,0.69,1497,923,1590,1078
272,23,1059,947,0.689,1016,836,1103,1058
272,17,365,536,0.684,336,462,395,610
